Dataset,Path,Country,Country ISO Code,Topic,Subtopic,Indicator,Description,Source,Uri,Year,Month,Unit,Date,Value
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,1998,1,%,1998-01-01,0.80407
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,1999,1,%,1999-01-01,0.75868
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2000,1,%,2000-01-01,0.78563
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2001,1,%,2001-01-01,0.84869
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2002,1,%,2002-01-01,0.90898
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2003,1,%,2003-01-01,0.80348
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2004,1,%,2004-01-01,0.98474
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2005,1,%,2005-01-01,0.96348
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2006,1,%,2006-01-01,1.07218
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2007,1,%,2007-01-01,0.98103
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2008,1,%,2008-01-01,0.97177
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2009,1,%,2009-01-01,0.97756
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2010,1,%,2010-01-01,0.95997
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2011,1,%,2011-01-01,0.89482
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2012,1,%,2012-01-01,0.93178
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2013,1,%,2013-01-01,0.97175
WBWDI2019Jan,country=US;series=EN.CO2.OTHX.ZS;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from other sectors (%),"CO2 emissions from other sectors, less residential buildings and commercial and public services, contains the emissions from commercial/institutional activities, residential, agriculture/forestry, fishing and other emissions not specified elsewhere that are included in the IPCC Source/Sink Categories 1 A 4 and 1 A 5. In the 1996 IPCC Guidelines, the category also includes emissions from autoproducers in the commercial/residential/agricultural sectors that generate electricity and/or heat. The IEA data are not collected in a way that allows the energy consumption to be split by specific end-use and therefore, autoproducers are shown as a separate item (Unallocated Autoproducers).",WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-other-sectors-percent,2014,1,%,2014-01-01,0.94393
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1960,1,kt,1960-01-01,918715.512
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1961,1,kt,1961-01-01,888169.402
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1962,1,kt,1962-01-01,921572.105
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1963,1,kt,1963-01-01,987816.46
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1964,1,kt,1964-01-01,1050034.449
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1965,1,kt,1965-01-01,1091511.886
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1966,1,kt,1966-01-01,1133645.716
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1967,1,kt,1967-01-01,1164001.142
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1968,1,kt,1968-01-01,1140536.009
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1969,1,kt,1969-01-01,1158948.016
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1970,1,kt,1970-01-01,1169046.934
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1971,1,kt,1971-01-01,1108314.08
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1972,1,kt,1972-01-01,1125761.666
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1973,1,kt,1973-01-01,1211543.797
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1974,1,kt,1974-01-01,1197260.832
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1975,1,kt,1975-01-01,1152171.4
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1976,1,kt,1976-01-01,1275466.941
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1977,1,kt,1977-01-01,1290409.966
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1978,1,kt,1978-01-01,1368418.057
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1979,1,kt,1979-01-01,1415909.374
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1980,1,kt,1980-01-01,1461226.16
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1981,1,kt,1981-01-01,1489652.744
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1982,1,kt,1982-01-01,1438446.756
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1983,1,kt,1983-01-01,1518086.662
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1984,1,kt,1984-01-01,1587389.295
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1985,1,kt,1985-01-01,1628012.321
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1986,1,kt,1986-01-01,1589761.844
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1987,1,kt,1987-01-01,1682188.579
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1988,1,kt,1988-01-01,1760347.017
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1989,1,kt,1989-01-01,1798227.127
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1990,1,kt,1990-01-01,1781828.303
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1991,1,kt,1991-01-01,1765906.189
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1992,1,kt,1992-01-01,1787915.523
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1993,1,kt,1993-01-01,1830504.061
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1994,1,kt,1994-01-01,1842421.811
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1995,1,kt,1995-01-01,1840195.942
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1996,1,kt,1996-01-01,1910250.31
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1997,1,kt,1997-01-01,1963135.784
WBWDI2019Jan,country=US;series=EN.ATM.CO2E.SF.KT;Frequency=A,United States of America,US,Environment,Emissions,CO2 emissions from solid fuel consumption,Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.,WB,https://knoema.com/atlas/United-States-of-America/topics/Environment/Emissions/CO2-emissions-from-solid-fuel-consumption,1998,1,kt,1998-01-01,1974276.13
